"","WBID","WATERBODY_NAME","NewUse","Use","CharacteristicName","ResultSampleFractionText","Assessed","binomial","No","Yes","sampcount","existimpair","paramcarryforward","newassess","actualsampneed","provassess","provdate","provcomment","provdatetext"
"18440","15060203-025","VERDE RIVER ","FBC","FBC","LEAD","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18441","15060203-025","VERDE RIVER ","AGI","AGI","MANGANESE","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18442","15060203-025","VERDE RIVER ","FBC","FBC","MANGANESE","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18443","15060203-025","VERDE RIVER ","AGL","AGL","MERCURY","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18444","15060203-025","VERDE RIVER ","FBC","FBC","MERCURY","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18445","15060203-025","VERDE RIVER ","FBC","FBC","NICKEL","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18446","15060203-025","VERDE RIVER ","FC","FC","NICKEL","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18447","15060203-025","VERDE RIVER ","AWWChronic","AWW","NITROGEN","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18448","15060203-025","VERDE RIVER ","AGI","AGI","PH","Total","Meeting criteria","Yes",11,1,12,"No","Current",2,8,2,NA,NA,NA
"18449","15060203-025","VERDE RIVER ","AGL","AGL","PH","Total","Meeting criteria","Yes",11,1,12,"No","Current",2,8,2,NA,NA,NA
"18450","15060203-025","VERDE RIVER ","AWWChronic","AWW","PH","Total","Meeting criteria","Yes",11,1,12,"No","Current",2,8,2,NA,NA,NA
"18451","15060203-025","VERDE RIVER ","FBC","FBC","PH","Total","Meeting criteria","Yes",11,1,12,"No","Current",2,8,2,NA,NA,NA
"18452","15060203-025","VERDE RIVER ","AWWChronic","AWW","PHOSPHORUS","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18453","15060203-025","VERDE RIVER ","AGI","AGI","SELENIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18454","15060203-025","VERDE RIVER ","AGL","AGL","SELENIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18455","15060203-025","VERDE RIVER ","FBC","FBC","SELENIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18456","15060203-025","VERDE RIVER ","FC","FC","SELENIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18457","15060203-025","VERDE RIVER ","FBC","FBC","SILVER","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18458","15060203-025","VERDE RIVER ","FC","FC","SILVER","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18459","15060203-025","VERDE RIVER ","FBC","FBC","THALLIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18460","15060203-025","VERDE RIVER ","FC","FC","THALLIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18461","15060203-025","VERDE RIVER ","FBC","FBC","URANIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18462","15060203-025","VERDE RIVER ","AGI","AGI","ZINC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18463","15060203-025","VERDE RIVER ","AGL","AGL","ZINC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18464","15060203-025","VERDE RIVER ","FBC","FBC","ZINC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18465","15060203-025","VERDE RIVER ","FC","FC","ZINC","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18466","15060203-026A","WEST CLEAR CREEK ","AGL","AGL","ANTIMONY","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"18467","15060203-026A","WEST CLEAR CREEK ","FBC","FBC","ANTIMONY","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"18468","15060203-026A","WEST CLEAR CREEK ","FC","FC","ANTIMONY","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"18469","15060203-026A","WEST CLEAR CREEK ","AGL","AGL","ARSENIC","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18470","15060203-026A","WEST CLEAR CREEK ","FBC","FBC","ARSENIC","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18471","15060203-026A","WEST CLEAR CREEK ","FC","FC","ARSENIC","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18472","15060203-026A","WEST CLEAR CREEK ","FBC","FBC","BARIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18473","15060203-026A","WEST CLEAR CREEK ","FBC","FBC","BERYLLIUM","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18474","15060203-026A","WEST CLEAR CREEK ","FC","FC","BERYLLIUM","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18475","15060203-026A","WEST CLEAR CREEK ","FBC","FBC","BORON","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18476","15060203-026A","WEST CLEAR CREEK ","AGL","AGL","CADMIUM","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18477","15060203-026A","WEST CLEAR CREEK ","FBC","FBC","CADMIUM","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18478","15060203-026A","WEST CLEAR CREEK ","FC","FC","CADMIUM","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18479","15060203-026A","WEST CLEAR CREEK ","AGL","AGL","CHROMIUM","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18480","15060203-026A","WEST CLEAR CREEK ","AGL","AGL","COPPER","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18481","15060203-026A","WEST CLEAR CREEK ","FBC","FBC","COPPER","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18482","15060203-026A","WEST CLEAR CREEK ","AWCChronic","AWC","DISSOLVED OXYGEN (DO)","Dissolved","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18483","15060203-026A","WEST CLEAR CREEK ","FBC","FBC","FLUORIDE","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18484","15060203-026A","WEST CLEAR CREEK ","AGL","AGL","LEAD","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18485","15060203-026A","WEST CLEAR CREEK ","FBC","FBC","LEAD","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18486","15060203-026A","WEST CLEAR CREEK ","FBC","FBC","MANGANESE","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18487","15060203-026A","WEST CLEAR CREEK ","AGL","AGL","MERCURY","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18488","15060203-026A","WEST CLEAR CREEK ","FBC","FBC","MERCURY","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18489","15060203-026A","WEST CLEAR CREEK ","FBC","FBC","NICKEL","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18490","15060203-026A","WEST CLEAR CREEK ","FC","FC","NICKEL","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18491","15060203-026A","WEST CLEAR CREEK ","AWCChronic","AWC","NITROGEN","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18492","15060203-026A","WEST CLEAR CREEK ","AGL","AGL","PH","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18493","15060203-026A","WEST CLEAR CREEK ","AWCChronic","AWC","PH","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18494","15060203-026A","WEST CLEAR CREEK ","FBC","FBC","PH","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18495","15060203-026A","WEST CLEAR CREEK ","AWCChronic","AWC","PHOSPHORUS","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18496","15060203-026A","WEST CLEAR CREEK ","AGL","AGL","SELENIUM","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18497","15060203-026A","WEST CLEAR CREEK ","FBC","FBC","SELENIUM","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18498","15060203-026A","WEST CLEAR CREEK ","FC","FC","SELENIUM","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18499","15060203-026A","WEST CLEAR CREEK ","FBC","FBC","SILVER","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18500","15060203-026A","WEST CLEAR CREEK ","FC","FC","SILVER","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18501","15060203-026A","WEST CLEAR CREEK ","FBC","FBC","THALLIUM","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18502","15060203-026A","WEST CLEAR CREEK ","FC","FC","THALLIUM","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18503","15060203-026A","WEST CLEAR CREEK ","FBC","FBC","URANIUM","Total","Not enough information","Yes",1,0,1,"No","Current",1,2,1,NA,NA,NA
"18504","15060203-026A","WEST CLEAR CREEK ","AGL","AGL","ZINC","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18505","15060203-026A","WEST CLEAR CREEK ","FBC","FBC","ZINC","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18506","15060203-026A","WEST CLEAR CREEK ","FC","FC","ZINC","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18507","15060203-026B","WEST CLEAR CREEK ","AGI","AGI","ANTIMONY","Total","Meeting criteria","Yes",12,0,12,"No","Current",2,8,2,NA,NA,NA
"18508","15060203-026B","WEST CLEAR CREEK ","AGL","AGL","ANTIMONY","Total","Meeting criteria","Yes",12,0,12,"No","Current",2,8,2,NA,NA,NA
"18509","15060203-026B","WEST CLEAR CREEK ","FBC","FBC","ANTIMONY","Total","Meeting criteria","Yes",12,0,12,"No","Current",2,8,2,NA,NA,NA
"18510","15060203-026B","WEST CLEAR CREEK ","FC","FC","ANTIMONY","Total","Meeting criteria","Yes",12,0,12,"No","Current",2,8,2,NA,NA,NA
"18511","15060203-026B","WEST CLEAR CREEK ","AGI","AGI","ARSENIC","Total","Meeting criteria","Yes",29,0,29,"No","Current",2,0,2,NA,NA,NA
"18512","15060203-026B","WEST CLEAR CREEK ","AGL","AGL","ARSENIC","Total","Meeting criteria","Yes",29,0,29,"No","Current",2,0,2,NA,NA,NA
"18513","15060203-026B","WEST CLEAR CREEK ","FBC","FBC","ARSENIC","Total","Meeting criteria","Yes",29,0,29,"No","Current",2,0,2,NA,NA,NA
"18514","15060203-026B","WEST CLEAR CREEK ","FC","FC","ARSENIC","Total","Meeting criteria","Yes",29,0,29,"No","Current",2,0,2,NA,NA,NA
"18515","15060203-026B","WEST CLEAR CREEK ","FBC","FBC","BARIUM","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18516","15060203-026B","WEST CLEAR CREEK ","FBC","FBC","BERYLLIUM","Total","Meeting criteria","Yes",13,0,13,"No","Current",2,7,2,NA,NA,NA
"18517","15060203-026B","WEST CLEAR CREEK ","FC","FC","BERYLLIUM","Total","Meeting criteria","Yes",13,0,13,"No","Current",2,7,2,NA,NA,NA
"18518","15060203-026B","WEST CLEAR CREEK ","AGI","AGI","BORON","Total","Meeting criteria","Yes",29,0,29,"No","Current",2,0,2,NA,NA,NA
"18519","15060203-026B","WEST CLEAR CREEK ","FBC","FBC","BORON","Total","Meeting criteria","Yes",29,0,29,"No","Current",2,0,2,NA,NA,NA
"18520","15060203-026B","WEST CLEAR CREEK ","AGI","AGI","CADMIUM","Total","Meeting criteria","Yes",13,0,13,"No","Current",2,7,2,NA,NA,NA
"18521","15060203-026B","WEST CLEAR CREEK ","AGL","AGL","CADMIUM","Total","Meeting criteria","Yes",13,0,13,"No","Current",2,7,2,NA,NA,NA
"18522","15060203-026B","WEST CLEAR CREEK ","FBC","FBC","CADMIUM","Total","Meeting criteria","Yes",13,0,13,"No","Current",2,7,2,NA,NA,NA
"18523","15060203-026B","WEST CLEAR CREEK ","FC","FC","CADMIUM","Total","Meeting criteria","Yes",13,0,13,"No","Current",2,7,2,NA,NA,NA
"18524","15060203-026B","WEST CLEAR CREEK ","AGI","AGI","CHROMIUM","Total","Meeting criteria","Yes",13,0,13,"No","Current",2,7,2,NA,NA,NA
"18525","15060203-026B","WEST CLEAR CREEK ","AGL","AGL","CHROMIUM","Total","Meeting criteria","Yes",13,0,13,"No","Current",2,7,2,NA,NA,NA
"18526","15060203-026B","WEST CLEAR CREEK ","AGI","AGI","COPPER","Total","Meeting criteria","Yes",13,0,13,"No","Current",2,7,2,NA,NA,NA
"18527","15060203-026B","WEST CLEAR CREEK ","AGL","AGL","COPPER","Total","Meeting criteria","Yes",13,0,13,"No","Current",2,7,2,NA,NA,NA
"18528","15060203-026B","WEST CLEAR CREEK ","FBC","FBC","COPPER","Total","Meeting criteria","Yes",13,0,13,"No","Current",2,7,2,NA,NA,NA
"18529","15060203-026B","WEST CLEAR CREEK ","AWWChronic","AWW","DISSOLVED OXYGEN (DO)","Dissolved","Meeting criteria","Yes",109,0,109,"No","Current",2,0,2,NA,NA,NA
"18530","15060203-026B","WEST CLEAR CREEK ","FBC","FBC","FLUORIDE","Total","Meeting criteria","Yes",110,0,110,"No","Current",2,0,2,NA,NA,NA
"18531","15060203-026B","WEST CLEAR CREEK ","AGI","AGI","LEAD","Total","Meeting criteria","Yes",13,0,13,"No","Current",2,7,2,NA,NA,NA
"18532","15060203-026B","WEST CLEAR CREEK ","AGL","AGL","LEAD","Total","Meeting criteria","Yes",13,0,13,"No","Current",2,7,2,NA,NA,NA
"18533","15060203-026B","WEST CLEAR CREEK ","FBC","FBC","LEAD","Total","Meeting criteria","Yes",13,0,13,"No","Current",2,7,2,NA,NA,NA
"18534","15060203-026B","WEST CLEAR CREEK ","AGI","AGI","MANGANESE","Total","Meeting criteria","Yes",13,0,13,"No","Current",2,7,2,NA,NA,NA
"18535","15060203-026B","WEST CLEAR CREEK ","FBC","FBC","MANGANESE","Total","Meeting criteria","Yes",13,0,13,"No","Current",2,7,2,NA,NA,NA
"18536","15060203-026B","WEST CLEAR CREEK ","AGL","AGL","MERCURY","Total","Meeting criteria","Yes",13,0,13,"No","Current",2,7,2,NA,NA,NA
"18537","15060203-026B","WEST CLEAR CREEK ","FBC","FBC","MERCURY","Total","Meeting criteria","Yes",13,0,13,"No","Current",2,7,2,NA,NA,NA
"18538","15060203-026B","WEST CLEAR CREEK ","FBC","FBC","NICKEL","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"18539","15060203-026B","WEST CLEAR CREEK ","FC","FC","NICKEL","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"18540","15060203-026B","WEST CLEAR CREEK ","AWWChronic","AWW","NITROGEN","Total","Meeting criteria","Yes",81,0,81,"No","Current",2,0,2,NA,NA,NA
"18541","15060203-026B","WEST CLEAR CREEK ","AGI","AGI","PH","Total","Meeting criteria","Yes",87,0,87,"No","Current",2,0,2,NA,NA,NA
"18542","15060203-026B","WEST CLEAR CREEK ","AGL","AGL","PH","Total","Meeting criteria","Yes",87,0,87,"No","Current",2,0,2,NA,NA,NA
"18543","15060203-026B","WEST CLEAR CREEK ","AWWChronic","AWW","PH","Total","Meeting criteria","Yes",87,0,87,"No","Current",2,0,2,NA,NA,NA
"18544","15060203-026B","WEST CLEAR CREEK ","FBC","FBC","PH","Total","Meeting criteria","Yes",87,0,87,"No","Current",2,0,2,NA,NA,NA
"18545","15060203-026B","WEST CLEAR CREEK ","AWWChronic","AWW","PHOSPHORUS","Total","Meeting criteria","Yes",28,0,28,"No","Current",2,0,2,NA,NA,NA
"18546","15060203-026B","WEST CLEAR CREEK ","AGI","AGI","SELENIUM","Total","Meeting criteria","Yes",29,0,29,"No","Current",2,0,2,NA,NA,NA
"18547","15060203-026B","WEST CLEAR CREEK ","AGL","AGL","SELENIUM","Total","Meeting criteria","Yes",29,0,29,"No","Current",2,0,2,NA,NA,NA
"18548","15060203-026B","WEST CLEAR CREEK ","FBC","FBC","SELENIUM","Total","Meeting criteria","Yes",29,0,29,"No","Current",2,0,2,NA,NA,NA
"18549","15060203-026B","WEST CLEAR CREEK ","FC","FC","SELENIUM","Total","Meeting criteria","Yes",29,0,29,"No","Current",2,0,2,NA,NA,NA
"18550","15060203-026B","WEST CLEAR CREEK ","FBC","FBC","SILVER","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18551","15060203-026B","WEST CLEAR CREEK ","FC","FC","SILVER","Total","Meeting criteria","Yes",5,0,5,"No","Current",2,0,2,NA,NA,NA
"18552","15060203-026B","WEST CLEAR CREEK ","FBC","FBC","THALLIUM","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"18553","15060203-026B","WEST CLEAR CREEK ","FC","FC","THALLIUM","Total","Meeting criteria","Yes",6,0,6,"No","Current",2,0,2,NA,NA,NA
"18554","15060203-026B","WEST CLEAR CREEK ","FBC","FBC","URANIUM","Total","Meeting criteria","Yes",4,0,4,"No","Current",2,0,2,NA,NA,NA
"18555","15060203-026B","WEST CLEAR CREEK ","AGI","AGI","ZINC","Total","Meeting criteria","Yes",13,0,13,"No","Current",2,7,2,NA,NA,NA
"18556","15060203-026B","WEST CLEAR CREEK ","AGL","AGL","ZINC","Total","Meeting criteria","Yes",13,0,13,"No","Current",2,7,2,NA,NA,NA
"18557","15060203-026B","WEST CLEAR CREEK ","FBC","FBC","ZINC","Total","Meeting criteria","Yes",13,0,13,"No","Current",2,7,2,NA,NA,NA
"18558","15060203-026B","WEST CLEAR CREEK ","FC","FC","ZINC","Total","Meeting criteria","Yes",13,0,13,"No","Current",2,7,2,NA,NA,NA
"18559","15060203-027","VERDE RIVER ","AGI","AGI","ANTIMONY","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18560","15060203-027","VERDE RIVER ","AGL","AGL","ANTIMONY","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18561","15060203-027","VERDE RIVER ","FBC","FBC","ANTIMONY","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18562","15060203-027","VERDE RIVER ","FC","FC","ANTIMONY","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18563","15060203-027","VERDE RIVER ","AGI","AGI","ARSENIC","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"18564","15060203-027","VERDE RIVER ","AGL","AGL","ARSENIC","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"18565","15060203-027","VERDE RIVER ","FBC","FBC","ARSENIC","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"18566","15060203-027","VERDE RIVER ","FC","FC","ARSENIC","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"18567","15060203-027","VERDE RIVER ","FBC","FBC","BARIUM","Total","Not enough information","Yes",2,0,2,"No","Current",1,1,1,NA,NA,NA
"18568","15060203-027","VERDE RIVER ","FBC","FBC","BERYLLIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"18569","15060203-027","VERDE RIVER ","FC","FC","BERYLLIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"18570","15060203-027","VERDE RIVER ","AGI","AGI","BORON","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"18571","15060203-027","VERDE RIVER ","FBC","FBC","BORON","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"18572","15060203-027","VERDE RIVER ","AGI","AGI","CADMIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"18573","15060203-027","VERDE RIVER ","AGL","AGL","CADMIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"18574","15060203-027","VERDE RIVER ","FBC","FBC","CADMIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"18575","15060203-027","VERDE RIVER ","FC","FC","CADMIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"18576","15060203-027","VERDE RIVER ","AGI","AGI","CHROMIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"18577","15060203-027","VERDE RIVER ","AGL","AGL","CHROMIUM","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"18578","15060203-027","VERDE RIVER ","AGI","AGI","COPPER","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"18579","15060203-027","VERDE RIVER ","AGL","AGL","COPPER","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"18580","15060203-027","VERDE RIVER ","FBC","FBC","COPPER","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"18581","15060203-027","VERDE RIVER ","AWWChronic","AWW","DISSOLVED OXYGEN (DO)","Dissolved","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"18582","15060203-027","VERDE RIVER ","FBC","FBC","FLUORIDE","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"18583","15060203-027","VERDE RIVER ","AGI","AGI","LEAD","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"18584","15060203-027","VERDE RIVER ","AGL","AGL","LEAD","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"18585","15060203-027","VERDE RIVER ","FBC","FBC","LEAD","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"18586","15060203-027","VERDE RIVER ","AGI","AGI","MANGANESE","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"18587","15060203-027","VERDE RIVER ","FBC","FBC","MANGANESE","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"18588","15060203-027","VERDE RIVER ","AGL","AGL","MERCURY","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"18589","15060203-027","VERDE RIVER ","FBC","FBC","MERCURY","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"18590","15060203-027","VERDE RIVER ","FBC","FBC","NICKEL","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"18591","15060203-027","VERDE RIVER ","FC","FC","NICKEL","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"18592","15060203-027","VERDE RIVER ","AWWChronic","AWW","NITROGEN","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"18593","15060203-027","VERDE RIVER ","AGI","AGI","PH","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"18594","15060203-027","VERDE RIVER ","AGL","AGL","PH","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"18595","15060203-027","VERDE RIVER ","AWWChronic","AWW","PH","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
"18596","15060203-027","VERDE RIVER ","FBC","FBC","PH","Total","Meeting criteria","Yes",3,0,3,"No","Current",2,0,2,NA,NA,NA
